Date,Open Price,High Price,Low Price,Last Traded Price,Close Price,Total Traded Quantity,Turnover (in Lakhs)
2016-05-27,949.05,976.9,948.75,973.1,974.7,3063379.0,29617.41
2016-05-26,950.0,952.4,944.1,947.3,946.85,3243601.0,30737.08
2016-05-25,949.85,952.8,941.15,949.65,951.2,2112135.0,20025.18
2016-05-24,928.05,944.0,928.05,941.0,940.45,2807737.0,26388.77
2016-05-23,937.35,940.7,925.65,931.1,930.0,4198098.0,39145.38
2016-05-20,952.0,954.5,931.35,933.4,934.2,4238988.0,39974.48
2016-05-19,971.7,971.9,945.6,947.35,951.2,2088058.0,20060.09
2016-05-18,965.9,972.5,964.1,970.05,970.55,1880974.0,18245.3
2016-05-17,980.25,983.1,966.35,967.45,969.15,2779023.0,27066.69
2016-05-16,977.0,982.5,971.1,974.5,975.95,2132072.0,20817.6
2016-05-13,988.95,990.55,975.0,975.95,978.15,3348353.0,32859.03
2016-05-12,976.0,994.2,975.05,993.0,992.8,2922714.0,28841.83
2016-05-11,971.8,980.75,970.0,974.1,975.4,2820699.0,27543.14
2016-05-10,983.1,984.7,978.0,982.3,982.55,1656840.0,16261.81
2016-05-09,975.0,986.0,972.8,983.3,983.1,3508088.0,34421.25
2016-05-06,973.0,976.8,967.0,969.15,968.95,3371220.0,32737.38
2016-05-05,980.0,983.45,970.9,974.9,975.25,4952411.0,48373.54
2016-05-04,974.05,983.7,973.0,976.0,978.1,3096453.0,30319.67
2016-05-03,988.0,994.95,972.75,975.0,975.8,4016624.0,39476.43
2016-05-02,979.0,992.4,978.0,987.0,986.95,2427753.0,23955.82
2016-04-29,993.45,998.55,978.85,980.9,982.7,5367060.0,52978.45
2016-04-28,1014.0,1019.2,990.95,993.5,996.7,14160507.0,142378.04
2016-04-27,1017.9,1025.95,1016.0,1018.45,1019.4,3315060.0,33872.52
2016-04-26,1015.4,1023.9,1007.5,1014.3,1016.95,6041279.0,61213.25
2016-04-25,1044.45,1044.45,1012.3,1014.55,1016.9,13979586.0,142570.0
2016-04-22,1039.0,1047.5,1029.3,1040.5,1038.95,2675586.0,27803.46
2016-04-21,1041.4,1052.0,1035.0,1039.5,1041.15,2601436.0,27120.48
2016-04-20,1069.2,1069.2,1035.8,1037.15,1037.3,4957497.0,51796.68
2016-04-18,1065.8,1066.8,1055.4,1063.05,1064.75,4358102.0,46246.03
2016-04-13,1052.55,1069.9,1052.55,1064.6,1066.05,3666141.0,38862.22
2016-04-12,1040.3,1057.45,1038.05,1047.6,1047.4,2552099.0,26767.98
2016-04-11,1037.0,1045.5,1033.0,1039.2,1040.3,2356318.0,24515.17
2016-04-08,1035.9,1054.45,1031.2,1035.0,1036.35,3065701.0,31939.15
2016-04-07,1034.9,1048.0,1022.1,1034.8,1037.25,2009055.0,20838.49
2016-04-06,1032.1,1036.7,1022.6,1034.4,1033.75,1597975.0,16458.26
2016-04-05,1031.35,1042.4,1022.2,1027.3,1026.95,2345148.0,24179.37
2016-04-04,1040.0,1042.2,1025.3,1035.75,1035.05,1973260.0,20367.84
2016-04-01,1039.1,1046.3,1025.0,1035.0,1034.45,2830115.0,29236.41
2016-03-31,1041.0,1056.0,1032.7,1045.0,1045.2,7047985.0,73688.12
2016-03-30,1042.7,1051.75,1042.7,1047.4,1047.05,3303780.0,34607.65
2016-03-29,1023.8,1042.0,1020.2,1034.0,1036.25,3627901.0,37523.97
2016-03-28,1030.0,1031.7,1015.65,1022.5,1020.4,4130553.0,42246.25
2016-03-23,1046.9,1046.9,1022.4,1027.25,1029.2,3841654.0,39626.06
2016-03-22,1037.0,1052.25,1035.65,1049.35,1047.85,3504967.0,36615.63
2016-03-21,1027.95,1041.5,1022.75,1040.0,1037.3,2904852.0,29937.01
2016-03-18,1018.25,1030.15,1015.7,1028.3,1027.2,3207246.0,32842.14
2016-03-17,1027.0,1036.9,1012.0,1014.5,1016.0,3847740.0,39497.32
2016-03-16,1021.0,1025.8,1005.45,1024.4,1021.75,2529074.0,25689.58
2016-03-15,1024.0,1027.85,1015.1,1019.55,1020.5,2397332.0,24492.02
2016-03-14,1019.1,1026.4,1012.95,1019.75,1019.75,2715590.0,27655.73
2016-03-11,1014.9,1029.55,1010.6,1015.4,1014.5,3501676.0,35696.87
2016-03-10,1042.05,1045.9,1009.0,1009.15,1011.75,4733124.0,48203.13
2016-03-09,1020.0,1043.9,1018.6,1041.9,1041.7,2709831.0,28011.41
2016-03-08,1007.5,1030.9,1007.5,1023.0,1027.0,3022554.0,30879.84
2016-03-04,1014.0,1015.0,1003.5,1007.5,1006.4,2054428.0,20701.43
2016-03-03,1010.0,1018.0,997.5,1010.0,1012.85,3630006.0,36636.82
2016-03-02,992.9,1005.75,987.25,1000.0,1001.5,4595886.0,45904.32
2016-03-01,964.7,985.05,964.65,984.25,981.3,3760923.0,36846.46
2016-02-29,951.3,994.6,935.0,965.0,966.65,7093474.0,68165.51
2016-02-26,953.0,958.75,944.3,953.0,950.35,1908533.0,18163.32
2016-02-25,954.2,956.55,940.85,942.0,944.1,5675025.0,53713.92
2016-02-24,944.9,958.55,942.0,955.0,952.65,3471311.0,33071.67
2016-02-23,963.1,967.2,942.75,943.9,949.65,4340746.0,41606.99
2016-02-22,944.1,968.3,944.1,963.0,962.3,2919198.0,28051.8
2016-02-19,940.0,952.75,937.35,943.5,944.35,2339664.0,22097.78
2016-02-18,962.95,968.7,936.0,937.15,940.1,3299161.0,31319.82
2016-02-17,935.1,957.45,916.4,956.1,952.6,3529832.0,33121.7
2016-02-16,951.1,958.0,927.0,929.25,930.55,2977263.0,28108.49
2016-02-15,918.0,951.35,918.0,944.4,946.75,4407889.0,41427.18
2016-02-12,933.9,933.9,888.1,904.85,906.55,6701935.0,60854.11
2016-02-11,962.85,965.95,915.5,924.0,924.55,3912163.0,36788.04
2016-02-10,951.7,973.0,948.65,965.4,962.65,3859250.0,37142.0
2016-02-09,952.9,968.8,950.0,956.75,957.5,4481029.0,43062.63
2016-02-08,971.1,984.8,957.95,959.65,961.05,2760853.0,26911.51
2016-02-05,979.1,982.0,961.4,974.9,970.9,4799882.0,46581.76
2016-02-04,988.0,1001.0,965.7,977.65,973.05,4161079.0,40906.7
2016-02-03,988.0,994.0,975.0,980.0,981.4,3586808.0,35297.66
2016-02-02,1030.3,1032.8,990.5,995.5,1001.15,3376466.0,34236.72
2016-02-01,1039.95,1041.8,1025.55,1028.2,1030.3,2267273.0,23417.82
2016-01-29,1018.95,1040.0,1018.0,1036.0,1035.4,4383577.0,45271.47
2016-01-28,1001.0,1021.8,997.1,1015.5,1016.9,5274473.0,53396.25
2016-01-27,1008.1,1010.0,996.95,997.0,999.35,3943295.0,39595.81
2016-01-25,1010.0,1018.75,1000.0,1000.2,1003.95,2994340.0,30262.76
2016-01-22,994.05,1011.0,994.05,1004.05,1004.15,5413455.0,54310.58
2016-01-21,1017.55,1025.75,976.7,982.45,984.2,7261772.0,72243.77
2016-01-20,1034.9,1034.9,990.0,1009.15,1004.55,10312353.0,104043.28
2016-01-19,1029.0,1049.8,1014.1,1046.95,1043.6,4912096.0,50914.35
2016-01-18,1075.0,1083.95,1008.1,1020.4,1016.85,6229959.0,65409.23
2016-01-15,1069.75,1089.5,1065.6,1072.6,1073.3,6575725.0,71043.91
2016-01-14,1063.85,1081.0,1053.05,1060.45,1061.65,6359913.0,67886.23
2016-01-13,1053.1,1089.75,1047.2,1073.2,1076.85,16412811.0,174128.26
2016-01-12,1055.0,1065.4,1041.1,1044.4,1045.45,5342761.0,56264.66
2016-01-11,1015.95,1060.8,1011.0,1054.0,1051.6,6632671.0,69503.89
2016-01-08,1020.0,1032.9,1016.7,1027.4,1025.75,4871839.0,49990.57
2016-01-07,1021.05,1028.0,1008.05,1018.9,1013.25,4512219.0,45877.0
2016-01-06,1007.6,1038.4,1000.4,1029.1,1032.2,6116855.0,62890.73
2016-01-05,1000.3,1010.0,997.0,1005.0,1005.15,3416459.0,34281.25
2016-01-04,1005.0,1013.8,986.7,993.2,995.3,6896571.0,68890.7
2016-01-01,1009.8,1018.9,1008.2,1013.6,1015.35,1238135.0,12573.53
2015-12-31,1003.4,1019.7,999.1,1010.4,1014.6,4225066.0,42749.34
2015-12-30,1015.0,1016.0,1002.0,1003.45,1004.5,1863321.0,18780.63
2015-12-29,1010.4,1018.7,1007.15,1014.0,1015.4,3409060.0,34575.06
2015-12-28,1000.6,1013.75,1000.0,1010.1,1010.4,2945508.0,29727.24
2015-12-24,1003.9,1007.2,996.3,1002.4,1000.55,2720569.0,27220.49
2015-12-23,991.8,1006.9,990.0,1004.7,1003.8,2953173.0,29641.3
2015-12-22,992.8,1002.6,984.0,985.9,987.3,2646828.0,26279.0
2015-12-21,987.9,999.0,984.35,990.5,992.1,2818835.0,27942.9
2015-12-18,1003.8,1009.0,990.0,990.6,991.9,3661020.0,36448.89
2015-12-17,980.05,1015.0,978.0,1013.05,1009.7,4427435.0,44100.78
2015-12-16,975.9,987.55,973.5,979.0,978.65,2765248.0,27136.79
2015-12-15,957.0,977.95,953.65,976.0,975.9,3593061.0,34834.32
2015-12-14,947.6,963.5,946.0,958.05,955.1,2414730.0,23076.23
2015-12-11,951.75,959.0,942.9,950.9,952.95,4150045.0,39464.21
2015-12-10,922.5,953.8,920.0,949.25,950.35,4249865.0,39973.9
2015-12-09,936.2,943.45,912.85,917.75,915.9,2097118.0,19392.56
2015-12-08,948.9,953.6,936.1,940.0,940.9,1721726.0,16284.86
2015-12-07,965.45,973.0,949.75,952.6,952.05,3310778.0,31697.48
2015-12-04,972.3,976.2,961.4,966.0,965.45,3073001.0,29729.06
2015-12-03,974.9,988.95,974.1,977.05,977.2,2597024.0,25470.27
2015-12-02,966.25,979.7,964.5,978.65,977.95,1731204.0,16840.38
2015-12-01,964.0,978.8,961.25,966.55,965.9,2967325.0,28738.67
